sales_agent_name,resale_transaction_date,sales_agent_reg_num,town,real_estate_company_name
CHIA ZHEN LONG,2024-09-01,R043822J,BISHAN,PROPNEX REALTY PTE. LTD.
"YANG YUQIANG, JARALDMINE",2024-09-01,R044380A,PUNGGOL,ERA REALTY NETWORK PTE LTD
EMMELINE KOH XUANLING,2024-09-01,R045542G,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
TAN KIAN SENG,2024-09-01,R045634B,TOA PAYOH,HUTTONS ASIA PTE. LTD.
CHONG KIAN CHEW,2024-09-01,R044999J,GEYLANG,ERA REALTY NETWORK PTE LTD
TOH BOON CHYE DESMOND,2024-09-01,R045369F,YISHUN,ERA REALTY NETWORK PTE LTD
SUMANTA DEVNATH,2024-09-01,R045930I,WOODLANDS,PROPSELLER PTE. LTD.
"CHEW SUE LING, GWENDELENE",2024-09-01,R044876E,HOUGANG,SRI PTE. LTD.
REINE CHAN SHAN SHAN,2024-09-01,R044030F,PUNGGOL,PROPSELLER PTE. LTD.
NG WEI GUAN,2024-09-01,R043795Z,TAMPINES,SINGAPORE ESTATE AGENCY PTE. LTD.
"HUANG SIZHANG, LEWIS",2024-09-01,R043567A,BEDOK,PROPNEX REALTY PTE. LTD.
EMMELINE KOH XUANLING,2024-09-01,R045542G,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
GRESSA MAK WEI ZHI,2024-09-01,R043680E,PASIR RIS,PROPNEX REALTY PTE. LTD.
KOH KIM LEE,2024-09-01,R043766F,JURONG WEST,PROPNEX REALTY PTE. LTD.
YEO SEET WEI,2024-09-01,R044069A,BISHAN,PROPNEX REALTY PTE. LTD.
KOAY LEENG KEONG,2024-09-01,R044509Z,ANG MO KIO,PROPNEX REALTY PTE. LTD.
TAY GE XIONG,2024-09-01,R046290C,JURONG WEST,ORANGETEE & TIE PTE. LTD.
YEO CHEE TIONG,2023-09-01,R047154F,TOA PAYOH,ERA REALTY NETWORK PTE LTD
ASZRI BIN AHMAD,2023-09-01,R048159B,WOODLANDS,ERA REALTY NETWORK PTE LTD
ASZRI BIN AHMAD,2023-09-01,R048159B,WOODLANDS,ERA REALTY NETWORK PTE LTD
SIOW SOON CHYE JUSTIN,2023-09-01,R047790J,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
LEE BEI FANG,2023-09-01,R048923B,PUNGGOL,ERA REALTY NETWORK PTE LTD
NG LAY PENG,2023-09-01,R049168G,HOUGANG,HUTTONS ASIA PTE. LTD.
"ANG SER LING, ANGELINE",2023-09-01,R048167C,PUNGGOL,ORANGETEE & TIE PTE. LTD.
LEONG SUI YU,2023-09-01,R048257B,BEDOK,HUTTONS ASIA PTE. LTD.
"HOW WEI QUAN, SHAUN",2023-09-01,R048244J,PASIR RIS,HUTTONS ASIA PTE. LTD.
CHEN GUANGREN,2023-09-01,R046944D,SENGKANG,HUTTONS ASIA PTE. LTD.
LOO ALDA,2023-09-01,R048588A,SENGKANG,PROPNEX REALTY PTE. LTD.
"TAN YI JIE, FELICIA",2023-09-01,R047392A,JURONG WEST,HUTTONS ASIA PTE. LTD.
ASZRI BIN AHMAD,2023-09-01,R048159B,SENGKANG,ERA REALTY NETWORK PTE LTD
TAN XIANG SEN,2023-09-01,R048320Z,WOODLANDS,PROPNEX REALTY PTE. LTD.
CHAN WANNI,2023-09-01,R048908I,SERANGOON,CRESTBRICK PTE. LTD.
CHOO MING WAH,2023-09-01,R047949J,PASIR RIS,PROPNEX REALTY PTE. LTD.
MOK AIK KHIM,2023-09-01,R048148G,WOODLANDS,PROPNEX REALTY PTE. LTD.
LOH HAN PING,2023-09-01,R046776Z,SENGKANG,SINGAPORE ESTATE AGENCY PTE. LTD.
ANG SENG KIAT,2023-09-01,R047503G,PUNGGOL,ERA REALTY NETWORK PTE LTD
ANG SAN SAN,2023-09-01,R048419B,PUNGGOL,ORANGETEE & TIE PTE. LTD.
GOH JIE BIN,2023-09-01,R049019B,SENGKANG,ERA REALTY NETWORK PTE LTD
MELVIN LIM WEI JIE,2023-09-01,R048744B,PUNGGOL,ERA REALTY NETWORK PTE LTD
NIC TAN LIAT LENG,2023-09-01,R047299B,BEDOK,ERA REALTY NETWORK PTE LTD
"NEO BOON GUAN, GAVIN",2023-09-01,R046518Z,HOUGANG,PROPNEX REALTY PTE. LTD.
"LIM JUN JIE, IVAN",2023-09-01,R047812E,JURONG WEST,PROPNEX REALTY PTE. LTD.
LIM CHIA HWEI,2023-09-01,R048504J,BISHAN,PROPNEX REALTY PTE. LTD.
NG ANN NEE ANNIE,2023-09-01,R046803J,JURONG WEST,PROPNEX REALTY PTE. LTD.
NG HWEE LOON SHARON,2023-09-01,R048274B,TOA PAYOH,ERA REALTY NETWORK PTE LTD
"TAN SOON MENG, RICHARD",2023-09-01,R046918E,ANG MO KIO,ERA REALTY NETWORK PTE LTD
CHI ZHAOFEI,2023-09-01,R048232G,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
ALIFMIRZAN BIN KAMARUDIN,2023-09-01,R049134B,TAMPINES,ERA REALTY NETWORK PTE LTD
CHI ZHAOFEI,2023-09-01,R048232G,WOODLANDS,PROPNEX REALTY PTE. LTD.
TAN ZHI WEI,2023-09-01,R047025F,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
LEE SHU SHYAN,2023-09-01,R048555E,TAMPINES,PROPNEX REALTY PTE. LTD.
ZHENG YANHUI,2023-09-01,R048883Z,TAMPINES,ERA REALTY NETWORK PTE LTD
NIC TAN LIAT LENG,2023-09-01,R047299B,HOUGANG,ERA REALTY NETWORK PTE LTD
LEE JIAN WEN,2023-09-01,R046885E,SENGKANG,ERA REALTY NETWORK PTE LTD
LEE JIAN WEN,2023-09-01,R046885E,HOUGANG,ERA REALTY NETWORK PTE LTD
GOH WEI LIANG,2023-09-01,R047843E,BEDOK,PROPNEX REALTY PTE. LTD.
WEE YUEN YUEN,2023-09-01,R049102D,TOA PAYOH,PROPNEX REALTY PTE. LTD.
SIM EE CHENG,2023-09-01,R048097I,BUKIT PANJANG,HUTTONS ASIA PTE. LTD.
YEO TIONG KIAT,2023-09-01,R048539C,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
LIM CHAI FERN,2023-09-01,R048310B,WOODLANDS,HUTTONS ASIA PTE. LTD.
TAY GUAN YONG,2023-09-01,R047027B,BEDOK,PROPNEX REALTY PTE. LTD.
PHOEY YIEN LENG,2023-09-01,R046557J,TOA PAYOH,ERA REALTY NETWORK PTE LTD
POH CHWEE KUAN,2023-09-01,R048598I,SERANGOON,PROPNEX REALTY PTE. LTD.
WONG JUN JIE,2023-09-01,R048626H,YISHUN,HUTTONS ASIA PTE. LTD.
MARIATI MULJATNO,2023-09-01,R048674H,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
"CHENG JIA JUN, MARCUS",2023-09-01,R048247E,TAMPINES,ERA REALTY NETWORK PTE LTD
LAW NAH ENG,2023-09-01,R047844C,SENGKANG,PROPNEX REALTY PTE. LTD.
KOH GUAN KIANG,2023-09-01,R047597E,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
AHMAD RAZIS BIN ISMAIL,2023-09-01,R047431F,WOODLANDS,ERA REALTY NETWORK PTE LTD
"TAN WEI ZHI, JASON",2023-09-01,R046423Z,YISHUN,ERA REALTY NETWORK PTE LTD
ASZRI BIN AHMAD,2023-09-01,R048159B,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,SENGKANG,PROPNEX REALTY PTE. LTD.
UTHIRAPATHI SOWMYA,2023-09-01,R048510E,SEMBAWANG,PROPNEX REALTY PTE. LTD.
TAY SOO HOON,2023-09-01,R048248C,HOUGANG,PEGASUS PROPERTY SOLUTIONS PTE. LTD.
LIM CHIA HWEI,2023-09-01,R048504J,CENTRAL AREA,PROPNEX REALTY PTE. LTD.
ASZRI BIN AHMAD,2023-09-01,R048159B,SENGKANG,ERA REALTY NETWORK PTE LTD
ROZIANAH BINTE AHMAD NASER,2023-09-01,R047258E,PUNGGOL,SRI PTE. LTD.
MOHAMED ALI SAFIR AHAMED,2023-09-01,R048034J,KALLANG/WHAMPOA,YES  PROPERTY PTE. LTD.
TAN YING CHUAN,2023-09-01,R046475B,CLEMENTI,ERA REALTY NETWORK PTE LTD
TOH SOK KENG JOANNE RACHEL,2023-09-01,R047933D,TAMPINES,ORANGETEE & TIE PTE. LTD.
LIU JIE,2023-09-01,R047848F,JURONG WEST,ERA REALTY NETWORK PTE LTD
LIM LIANG WEI,2023-09-01,R048607A,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
MUHAMMAD SAFRIN BIN SAFARI,2023-09-01,R048490G,WOODLANDS,SRI PTE. LTD.
"TAN JIAN ZHANG, PATRICK",2023-09-01,R047795A,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
NG KAI LI,2023-09-01,R046830H,JURONG WEST,PROPNEX REALTY PTE. LTD.
LEE JIAN WEN,2023-09-01,R046885E,JURONG WEST,ERA REALTY NETWORK PTE LTD
HUI TAT YAN,2023-09-01,R048384F,TOA PAYOH,PROPNEX REALTY PTE. LTD.
LINDA WIRIATSAN,2023-09-01,R048506G,SEMBAWANG,PROPNEX REALTY PTE. LTD.
LOH HAN PING,2023-09-01,R046776Z,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
LIM CHOI YEN,2023-09-01,R048690Z,JURONG WEST,HUTTONS ASIA PTE. LTD.
"TAN YI JIE, FELICIA",2023-09-01,R047392A,JURONG WEST,HUTTONS ASIA PTE. LTD.
TAN GEK CHING BRIDGET,2023-09-01,R046806E,CLEMENTI,HUTTONS ASIA PTE. LTD.
PAUL TAN TECK LEONG,2023-09-01,R047203H,CLEMENTI,HUTTONS ASIA PTE. LTD.
TAN SIEW LEE,2023-09-01,R046604F,ANG MO KIO,ERA REALTY NETWORK PTE LTD
LEE SENG WEE,2023-09-01,R046477I,MARINE PARADE,PROPNEX REALTY PTE. LTD.
TOH XIN ZHI,2023-09-01,R046960F,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
WONG JUN JIE,2023-09-01,R048626H,KALLANG/WHAMPOA,HUTTONS ASIA PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,SENGKANG,PROPNEX REALTY PTE. LTD.
MERYWATY,2023-09-01,R048971B,SENGKANG,PROPNEX REALTY PTE. LTD.
LIM LIANG WEI,2023-09-01,R048607A,HOUGANG,PROPNEX REALTY PTE. LTD.
WONG JUN JIE,2023-09-01,R048626H,SEMBAWANG,HUTTONS ASIA PTE. LTD.
LIM LIANG WEI,2023-09-01,R048607A,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
YUE HUI-HUI,2023-09-01,R047966J,BEDOK,HIPPO PROP PTE. LTD.
QUEK TING KOK,2023-09-01,R047224J,TAMPINES,ORANGETEE & TIE PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,YISHUN,PROPNEX REALTY PTE. LTD.
KHAIRULDIN BIN MUSTAFAH,2023-09-01,R047557F,BUKIT BATOK,SRI PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,YISHUN,PROPNEX REALTY PTE. LTD.
RAFIDAH BINTE YUSUP,2023-09-01,R048932A,TAMPINES,PROPNEX REALTY PTE. LTD.
LIN KAILI,2023-09-01,R047710B,GEYLANG,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,TAMPINES,PROPNEX REALTY PTE. LTD.
ZHENG YANHUI,2023-09-01,R048883Z,YISHUN,ERA REALTY NETWORK PTE LTD
TEO HONG LENG,2023-09-01,R047450B,PUNGGOL,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-09-01,R047353J,TAMPINES,PROPNEX REALTY PTE. LTD.
TIONG LI CHIIN,2023-09-01,R049036B,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
LEE LOONEY,2023-10-01,R048655A,ANG MO KIO,PROPNEX REALTY PTE. LTD.
EDMUND THOR ENG HWEE,2023-10-01,R047136H,JURONG EAST,HORIZON REAL ESTATES PTE. LTD.
MOK AIK KHIM,2023-10-01,R048148G,JURONG WEST,PROPNEX REALTY PTE. LTD.
LIGAYA RAPISURA DELA CERNA,2023-10-01,R047054Z,SENGKANG,ORANGETEE & TIE PTE. LTD.
BRYAN YEE SHI SONG,2023-10-01,R049016H,TOA PAYOH,ERA REALTY NETWORK PTE LTD
TAN XIANG SEN,2023-10-01,R048320Z,SENGKANG,PROPNEX REALTY PTE. LTD.
VALERIO SHANE JULIAN,2023-10-01,R047296H,TAMPINES,SRI PTE. LTD.
ASZRI BIN AHMAD,2023-10-01,R048159B,TAMPINES,ERA REALTY NETWORK PTE LTD
ASZRI BIN AHMAD,2023-10-01,R048159B,SENGKANG,ERA REALTY NETWORK PTE LTD
NORFADLYNA BINTE MOHAMED ROSLAN,2023-10-01,R049009E,SENGKANG,HUTTONS ASIA PTE. LTD.
ASZRI BIN AHMAD,2023-10-01,R048159B,PUNGGOL,ERA REALTY NETWORK PTE LTD
"LEE WEE LIP, KENNY",2023-10-01,R048309I,SENGKANG,PROPNEX REALTY PTE. LTD.
VALERIO SHANE JULIAN,2023-10-01,R047296H,TAMPINES,SRI PTE. LTD.
SIA HSING HWA,2023-10-01,R046943F,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
NG ZHAOZHI,2023-10-01,R046877D,PUNGGOL,PROPNEX REALTY PTE. LTD.
HAN YI JIE,2023-10-01,R048388I,PUNGGOL,PROPNEX REALTY PTE. LTD.
ANG SENG KIAT,2023-10-01,R047503G,TOA PAYOH,ERA REALTY NETWORK PTE LTD
TAN MEI CHEN,2023-10-01,R048311J,JURONG EAST,HUTTONS ASIA PTE. LTD.
ASZRI BIN AHMAD,2023-10-01,R048159B,TAMPINES,ERA REALTY NETWORK PTE LTD
ZAHIDAH BINTE MOHAMMAD SAUKI,2023-10-01,R047260G,PASIR RIS,PROPNEX REALTY PTE. LTD.
UTHIRAPATHI SOWMYA,2023-10-01,R048510E,HOUGANG,PROPNEX REALTY PTE. LTD.
SIEW SOH MEI,2023-10-01,R046534A,TOA PAYOH,ORANGETEE & TIE PTE. LTD.
LIN KAILI,2023-10-01,R047710B,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
ZHENG YANHUI,2023-10-01,R048883Z,SEMBAWANG,ERA REALTY NETWORK PTE LTD
TONG WAI HEI,2023-10-01,R046709C,YISHUN,PROPNEX REALTY PTE. LTD.
MUHAMMAD SAFRIN BIN SAFARI,2023-10-01,R048490G,ANG MO KIO,SRI PTE. LTD.
SNG HSUEH MIN,2023-10-01,R047141D,HOUGANG,PROPNEX REALTY PTE. LTD.
SOH SIEW LENG,2023-10-01,R047445F,TOA PAYOH,HUTTONS ASIA PTE. LTD.
THAM ZHIDONG,2023-10-01,R048874J,GEYLANG,HUTTONS ASIA PTE. LTD.
GUO LI,2023-10-01,R046889H,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
"LIM JUN HAO, KELVIN",2023-10-01,R048878C,PUNGGOL,ERA REALTY NETWORK PTE LTD
LIM CHAI FERN,2023-10-01,R048310B,TAMPINES,HUTTONS ASIA PTE. LTD.
TEOH TIAN JING,2023-10-01,R047402B,BEDOK,PROPNEX REALTY PTE. LTD.
THAM ZHIDONG,2023-10-01,R048874J,TOA PAYOH,HUTTONS ASIA PTE. LTD.
ROZIANAH BINTE AHMAD NASER,2023-10-01,R047258E,TOA PAYOH,SRI PTE. LTD.
LIM HUI HUI,2023-10-01,R049096F,WOODLANDS,ORANGETEE & TIE PTE. LTD.
ANG WEE SIONG,2023-10-01,R046767J,ANG MO KIO,PROPNEX REALTY PTE. LTD.
HUANG HUIQI,2023-10-01,R046905C,PUNGGOL,SINGAPORE ESTATE AGENCY PTE. LTD.
TEOH TIAN JING,2023-10-01,R047402B,PUNGGOL,PROPNEX REALTY PTE. LTD.
CHOW ZHI XIAN,2023-10-01,R048175D,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-10-01,R047353J,TAMPINES,PROPNEX REALTY PTE. LTD.
JAIMES TAN YAN TONG,2023-10-01,R049042G,HOUGANG,ORANGETEE & TIE PTE. LTD.
NG ZHAOZHI,2023-10-01,R046877D,PUNGGOL,PROPNEX REALTY PTE. LTD.
CHEW YUN LIN,2023-10-01,R046793Z,BUKIT BATOK,SRI PTE. LTD.
MOK AIK KHIM,2023-10-01,R048148G,BEDOK,PROPNEX REALTY PTE. LTD.
YEO TIONG KIAT,2023-10-01,R048539C,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
ANG CHERN YI,2023-10-01,R047737D,HOUGANG,PROPNEX REALTY PTE. LTD.
"KOH SIEW PING, KELLY",2023-10-01,R049159H,BEDOK,HUTTONS ASIA PTE. LTD.
"TAN XUE LING, DENISE",2023-10-01,R046772G,HOUGANG,PROPNEX REALTY PTE. LTD.
"YIU KEEN LAM, KENNY",2023-10-01,R047674B,JURONG WEST,PROPNEX REALTY PTE. LTD.
"GAN KEY CHENG, JENSON",2023-10-01,R048868F,SENGKANG,ERA REALTY NETWORK PTE LTD
NIC TAN LIAT LENG,2023-10-01,R047299B,PUNGGOL,ERA REALTY NETWORK PTE LTD
TAN MEI CHEN,2023-10-01,R048311J,ANG MO KIO,HUTTONS ASIA PTE. LTD.
"ANG SER LING, ANGELINE",2023-10-01,R048167C,BUKIT BATOK,ORANGETEE & TIE PTE. LTD.
HUI TAT YAN,2023-10-01,R048384F,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
HUANG HUIQI,2023-10-01,R046905C,PUNGGOL,SINGAPORE ESTATE AGENCY PTE. LTD.
MOHAMED ALI SAFIR AHAMED,2023-10-01,R048034J,BEDOK,YES  PROPERTY PTE. LTD.
PECK FUNG ZHEN,2023-10-01,R049104J,BEDOK,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-10-01,R047353J,HOUGANG,PROPNEX REALTY PTE. LTD.
PECK FUNG ZHEN,2023-10-01,R049104J,GEYLANG,PROPNEX REALTY PTE. LTD.
LEE JIAN WEN,2023-10-01,R046885E,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
XU QIANHUI,2023-10-01,R046704B,PUNGGOL,PROPNEX REALTY PTE. LTD.
ANG CHERN YI,2023-10-01,R047737D,ANG MO KIO,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-10-01,R047353J,SENGKANG,PROPNEX REALTY PTE. LTD.
TAN KEE WEE DEREK,2023-10-01,R047140F,ANG MO KIO,PROPNEX REALTY PTE. LTD.
RAFIDAH BINTE YUSUP,2023-10-01,R048932A,TAMPINES,PROPNEX REALTY PTE. LTD.
YAP HWEE FEN,2023-10-01,R047038H,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
LEE SENG WEI JEFFREY,2023-10-01,R048190H,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
YAP YEAN PING CHRISTINE,2023-10-01,R048349H,HOUGANG,HUTTONS ASIA PTE. LTD.
LIM CHUON TEONG,2023-10-01,R049067B,SEMBAWANG,PROPNEX REALTY PTE. LTD.
CHONG LEAP MIN,2023-10-01,R047652A,ANG MO KIO,HUTTONS ASIA PTE. LTD.
CHONG LEAP MIN,2023-10-01,R047652A,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
CHEN YANG,2023-10-01,R049139C,ANG MO KIO,SRI PTE. LTD.
UTHIRAPATHI SOWMYA,2023-10-01,R048510E,SENGKANG,PROPNEX REALTY PTE. LTD.
LAW NAH ENG,2023-10-01,R047844C,BEDOK,PROPNEX REALTY PTE. LTD.
"LIM JUN JIE, IVAN",2023-10-01,R047812E,BEDOK,PROPNEX REALTY PTE. LTD.
MELVIN LIM WEI JIE,2023-10-01,R048744B,BEDOK,ERA REALTY NETWORK PTE LTD
"LIM JUN JIE, IVAN",2023-10-01,R047812E,BEDOK,PROPNEX REALTY PTE. LTD.
"HUN JUNLONG, JEFFREY",2023-10-01,R048867H,TAMPINES,PROPNEX REALTY PTE. LTD.
NG KAH MING,2023-10-01,R047868J,SENGKANG,PROPNEX REALTY PTE. LTD.
STANLEY OW TONG HAN,2023-10-01,R048957G,SENGKANG,ERA REALTY NETWORK PTE LTD
SIEW SOH MEI,2023-10-01,R046534A,HOUGANG,ORANGETEE & TIE PTE. LTD.
BRYAN YEE SHI SONG,2023-10-01,R049016H,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
NG ZHAOZHI,2023-10-01,R046877D,PUNGGOL,PROPNEX REALTY PTE. LTD.
WHENDI HONG BEE MYEI,2023-10-01,R049171G,QUEENSTOWN,HUTTONS ASIA PTE. LTD.
HAN YI JIE,2023-10-01,R048388I,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
ROZIANAH BINTE AHMAD NASER,2023-10-01,R047258E,BUKIT BATOK,SRI PTE. LTD.
LEONG SUI YU,2023-10-01,R048257B,SEMBAWANG,HUTTONS ASIA PTE. LTD.
"CHEW WEI LIANG, WILLIAM",2023-10-01,R049003F,TAMPINES,PROPNEX REALTY PTE. LTD.
AW CHIN KIAT,2023-10-01,R047688B,WOODLANDS,PROPNEX REALTY PTE. LTD.
TAN LI CHOO,2023-10-01,R047736F,YISHUN,ERA REALTY NETWORK PTE LTD
ZHENG YANHUI,2023-10-01,R048883Z,WOODLANDS,ERA REALTY NETWORK PTE LTD
TAN SIEW LEE,2023-10-01,R046604F,ANG MO KIO,ERA REALTY NETWORK PTE LTD
NG SZE JING (HUANG SHIJING),2023-10-01,R046644E,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
ANG CHERN YI,2023-10-01,R047737D,ANG MO KIO,PROPNEX REALTY PTE. LTD.
"YIU KEEN LAM, KENNY",2023-10-01,R047674B,JURONG WEST,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-10-01,R047353J,WOODLANDS,PROPNEX REALTY PTE. LTD.
TAN XIANG SEN,2023-10-01,R048320Z,SENGKANG,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-10-01,R047353J,WOODLANDS,PROPNEX REALTY PTE. LTD.
LIN KAILI,2023-11-01,R047710B,SEMBAWANG,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-11-01,R047353J,SENGKANG,PROPNEX REALTY PTE. LTD.
YEO CHEE TIONG,2023-11-01,R047154F,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
SIOW SOON CHYE JUSTIN,2023-11-01,R047790J,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
SITI NURHIDAYAH BINTE MOHAMED KHAN,2023-11-01,R047353J,SENGKANG,PROPNEX REALTY PTE. LTD.
"YAP LI LIN, IRENE",2023-11-01,R047138D,SEMBAWANG,ERA REALTY NETWORK PTE LTD
JOSEPH DE WITT,2023-11-01,R046952E,PASIR RIS,PROPNEX REALTY PTE. LTD.
LIM HUI HUI,2023-11-01,R049096F,QUEENSTOWN,ORANGETEE & TIE PTE. LTD.
TEO JING YEE GINA,2023-11-01,R048312I,YISHUN,SRI PTE. LTD.
GOH BEE HOON,2023-11-01,R046433G,JURONG WEST,PROPNEX REALTY PTE. LTD.
PANG FRANCIS,2023-11-01,R047401D,JURONG EAST,SRI PTE. LTD.
VALERIO SHANE JULIAN,2023-11-01,R047296H,BUKIT MERAH,SRI PTE. LTD.
TAN MEI CHEN,2023-11-01,R048311J,SENGKANG,HUTTONS ASIA PTE. LTD.
MOK AIK KHIM,2023-11-01,R048148G,SENGKANG,PROPNEX REALTY PTE. LTD.
GLENICE TOH PECK HAR,2023-11-01,R049163F,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
LIN KAILI,2023-11-01,R047710B,YISHUN,PROPNEX REALTY PTE. LTD.
GOH JIT KOON,2023-11-01,R048623C,YISHUN,ERA REALTY NETWORK PTE LTD
"YEW HWEE LIN, MICHELLE",2023-11-01,R047543F,TAMPINES,PROPNEX REALTY PTE. LTD.
LIGAYA RAPISURA DELA CERNA,2023-11-01,R047054Z,SEMBAWANG,ORANGETEE & TIE PTE. LTD.
"KOH KEI HUAT, DENNIS",2023-11-01,R046427B,ANG MO KIO,ERA REALTY NETWORK PTE LTD
LEONG SUI YU,2023-11-01,R048257B,YISHUN,HUTTONS ASIA PTE. LTD.
R ADAIKALAM,2023-11-01,R047080I,WOODLANDS,PROPNEX REALTY PTE. LTD.
TEE BEE KHIM,2023-11-01,R046434E,SENGKANG,PROPNEX REALTY PTE. LTD.
SIM HANWEN,2023-11-01,R046987H,TAMPINES,PROPNEX REALTY PTE. LTD.
GLENICE TOH PECK HAR,2023-11-01,R049163F,PASIR RIS,ORANGETEE & TIE PTE. LTD.
WAI NYUK PEI,2023-11-01,R048833C,ANG MO KIO,PROPNEX REALTY PTE. LTD.
PHOEY YIEN LENG,2023-11-01,R046557J,JURONG WEST,ERA REALTY NETWORK PTE LTD
"TEO THAI CHUAN, JACKY (ZHANG TAIQUAN)",2023-11-01,R048875I,SENGKANG,PROPNEX REALTY PTE. LTD.
LIM BOON YEW JOSHUA,2023-11-01,R047422G,SEMBAWANG,PROPNEX REALTY PTE. LTD.
HENG HAN CHUAN,2023-11-01,R047907E,TAMPINES,PROPNEX REALTY PTE. LTD.
ZHENG YANHUI,2023-11-01,R048883Z,WOODLANDS,ERA REALTY NETWORK PTE LTD
"CHEW WEI LIANG, WILLIAM",2023-11-01,R049003F,SENGKANG,PROPNEX REALTY PTE. LTD.
SUMITRO ISKANDAR,2023-11-01,R047371I,BUKIT MERAH,PINNACLE ESTATE AGENCY PTE. LTD.
TAN CHIU LING,2023-11-01,R048340D,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
"TEO THAI CHUAN, JACKY (ZHANG TAIQUAN)",2023-11-01,R048875I,PUNGGOL,PROPNEX REALTY PTE. LTD.
YEW HOO LEONG,2023-11-01,R048816C,PUNGGOL,PROPNEX REALTY PTE. LTD.
CHONG SIEOW KIEN,2023-11-01,R046503A,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
LEE CHAI MIN,2023-11-01,R047612B,WOODLANDS,ORANGETEE & TIE PTE. LTD.
ALIFMIRZAN BIN KAMARUDIN,2023-11-01,R049134B,BEDOK,ERA REALTY NETWORK PTE LTD
YEO CHEE TIONG,2023-11-01,R047154F,BEDOK,ERA REALTY NETWORK PTE LTD
HO SIEW PENG,2023-11-01,R048170C,JURONG EAST,SRI PTE. LTD.
TOH KIM HWA,2023-11-01,R047333F,CENTRAL AREA,TEAKHWA REAL ESTATE PTE LTD
"KONG JUNMING, NIGEL",2023-11-01,R046919C,YISHUN,PROPNEX REALTY PTE. LTD.
SUMITRO ISKANDAR,2023-11-01,R047371I,BISHAN,PINNACLE ESTATE AGENCY PTE. LTD.
WONG JUN JIE,2023-11-01,R048626H,BEDOK,HUTTONS ASIA PTE. LTD.
LIM HUI LING,2023-11-01,R048467B,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
ZHENG YANHUI,2023-11-01,R048883Z,SEMBAWANG,ERA REALTY NETWORK PTE LTD
WONG JUN JIE,2023-11-01,R048626H,WOODLANDS,HUTTONS ASIA PTE. LTD.
MOHAMED ALI SAFIR AHAMED,2023-11-01,R048034J,ANG MO KIO,YES  PROPERTY PTE. LTD.
